date,symbol,twitterPosts,twitterComments,twitterLikes,twitterImpressions,twitterSentiment
6/11/2022,MO,116,2170,11478,158077,0.527733333
6/11/2022,MPC,65,105,838,66969,0.565235
6/11/2022,MRNA,202,647,2438,958903,0.5745
6/11/2022,MRO,64,6,19,95497,0.67749
6/11/2022,MSFT,1507,114258,603645,6767904,0.55215
6/11/2022,MU,203,370,2241,954229,0.610820833
6/11/2022,NCLH,270,22959,57294,3026187,0.566766667
6/11/2022,NFLX,1371,44890,235459,4222945,0.564516667
6/11/2022,NKE,113,3887,20493,1267978,0.543566667
6/11/2022,NVDA,1126,8342,40741,2683834,0.582929167
6/11/2022,OXY,706,27493,75572,5002736,0.5764125
6/11/2022,PEP,208,9050,60798,577478,0.5553625
6/11/2022,PFE,122,317,1437,420045,0.569770833
6/11/2022,PG,143,6509,42495,234203,0.5639625
6/11/2022,PM,100,1745,9154,374193,0.564813043
6/11/2022,PYPL,483,5281,24484,1821047,0.571333333
6/11/2022,RCL,159,2,13,86130,0.544359091
6/11/2022,REGN,24,203,1892,69515,0.47553125
6/11/2022,SLB,53,83,585,297159,0.624104762
6/11/2022,T,251,338,1775,605245,0.57845
6/11/2022,TMO,33,4,19,26773,0.561646667
6/11/2022,TSLA,6635,310658,4133377,174602798,0.568645833
6/11/2022,TSN,29,150,907,8441,0.497365
6/11/2022,V,210,2748,14955,393783,0.523845833
6/11/2022,XOM,462,4045,23240,2366808,0.580158333
7/11/2022,A,96,70,99,1275738,0.571270833
7/11/2022,AAL,688,3555,4818,2008698,0.6534
7/11/2022,AAPL,8217,109370,621054,71827852,0.537054167
7/11/2022,ABBV,137,287,2185,429342,0.582745833
7/11/2022,ABT,156,236,759,208263,0.578613043
7/11/2022,AES,65,30309,34529,66819,0.58772381
7/11/2022,ALB,58,234,937,412865,0.5715
7/11/2022,AMD,2294,4919,21623,6486694,0.590904167
7/11/2022,AMZN,4098,89363,508005,23319594,0.556975
7/11/2022,ATVI,744,22082,54106,13941496,0.5774125
7/11/2022,AVGO,116,1190,6358,352057,0.56256087
7/11/2022,BA,1353,31762,108580,4481364,0.622379167
7/11/2022,BIIB,65,166,686,529041,0.611785
7/11/2022,BKR,54,14,120,778402,0.53431875
7/11/2022,BMY,84,50,173,320108,0.532845455
7/11/2022,C,301,155,855,713020,0.575617391
7/11/2022,CCL,704,3554,4978,2113349,0.636641667
7/11/2022,CMG,103,68,244,216897,0.635018182
7/11/2022,CRM,361,2713,10841,1550444,0.560129167
7/11/2022,CVX,787,102799,434446,3843115,0.559883333
7/11/2022,D,275,138,462,1788910,0.604483333
7/11/2022,DAL,563,3544,4961,847583,0.650204167
7/11/2022,DD,130,2889,5915,1473187,0.592817391
7/11/2022,DG,59,161,488,252634,0.628817391
7/11/2022,DIS,1061,23277,63140,10228780,0.570320833
7/11/2022,DLTR,79,10,27,142866,0.614813043
7/11/2022,DVN,105,25,112,420799,0.626182609
7/11/2022,EA,79,30,177,218526,0.568795455
7/11/2022,EBAY,240,502,2682,946456,0.558958333
7/11/2022,EL,50,12,68,346471,0.566283333
7/11/2022,ENPH,352,829,6851,2488110,0.552958333
7/11/2022,ES,1126,1399,14657,10676129,0.569225
7/11/2022,F,592,4018,6290,2979029,0.5858625
7/11/2022,FCX,145,942,3147,1130580,0.606879167
7/11/2022,GILD,215,1213,4074,2232450,0.601
7/11/2022,GOOG,985,48856,277011,3730242,0.557095833
7/11/2022,GOOGL,1805,36799,201287,14354154,0.5561625
7/11/2022,GS,575,13363,48573,2730468,0.517695833
7/11/2022,HON,54,67,247,194789,0.489155556
7/11/2022,ILMN,65,102,374,157903,0.581278261
7/11/2022,INTC,526,1012,5104,1935666,0.582666667
7/11/2022,J,24,0,1,9664,0.51918
7/11/2022,JNJ,249,2908,17944,1834283,0.559975
7/11/2022,JPM,516,6724,36147,1622398,0.543279167
7/11/2022,K,73,127,753,350139,0.552095238
7/11/2022,KEY,65,14,54,160298,0.6809
7/11/2022,KO,411,9494,41828,2112942,0.609879167
7/11/2022,L,398,368,616,482690,0.620495833
7/11/2022,LMT,348,56280,270377,2841807,0.529295
7/11/2022,MA,175,4483,23677,892701,0.515533333
7/11/2022,MDT,139,168,451,651404,0.606173913
7/11/2022,META,7803,4426590,29975135,92394386,0.522454167
7/11/2022,MNST,56,12,43,261791,0.549390476
7/11/2022,MO,137,459,2102,1178126,0.569663636
7/11/2022,MPC,107,30,66,199705,0.582272727
7/11/2022,MRNA,443,2580,9180,1131664,0.599670833
7/11/2022,MRO,145,68,289,1364088,0.670986957
7/11/2022,MSFT,2661,80041,400443,31395154,0.572054167
7/11/2022,MU,299,67,475,612529,0.6117875
7/11/2022,NCLH,392,23912,51626,2172310,0.601695833
7/11/2022,NFLX,2320,12839,69826,15288061,0.592704167
7/11/2022,NKE,203,910,4027,1318807,0.549041667
7/11/2022,NUE,32,8,31,150768,0.590926667
7/11/2022,NVDA,2604,162718,834069,10831320,0.590504167
7/11/2022,OXY,1069,21911,55295,9481386,0.57945
7/11/2022,PEP,187,1499,9510,884546,0.569058333
7/11/2022,PFE,508,58943,215738,2894727,0.543791667
7/11/2022,PG,125,420,3164,251735,0.591808696
7/11/2022,PM,114,291,1603,986762,0.586465217
7/11/2022,PYPL,922,4478,17666,8000627,0.577870833
7/11/2022,RCL,360,3444,4704,715440,0.6156625
7/11/2022,REGN,44,210,1860,159905,0.536566667
7/11/2022,SLB,158,109,543,1866773,0.6229875
7/11/2022,STZ,26,186,232,53652,0.560707692
7/11/2022,T,313,75,511,1014077,0.571391667
7/11/2022,TMO,68,103,481,423261,0.541733333
7/11/2022,TSLA,19259,1538276,6301747,120827816,0.558195833
7/11/2022,TSN,702,166190,1345578,6016317,0.420536842
7/11/2022,V,349,1389,7450,872077,0.558654167
7/11/2022,XOM,773,3803,23716,4371694,0.578658333
8/11/2022,A,100,89,195,1214440,0.594365217
8/11/2022,AAL,631,36,217,565840,0.628675
8/11/2022,AAPL,5898,102377,534461,39356380,0.5691625
8/11/2022,ABBV,202,1585,8176,1734874,0.568730435
8/11/2022,ABT,125,88,283,205032,0.587540909
8/11/2022,AES,59,26876,30576,163291,0.571775
8/11/2022,ALB,202,215,1465,2502785,0.552640909
8/11/2022,AMD,2539,1007,5327,5945522,0.589091667
8/11/2022,AMZN,3908,96432,493308,20804635,0.572679167
8/11/2022,ATVI,599,3553,9913,13153630,0.545366667
8/11/2022,AVGO,121,2075,11978,376124,0.563552174
8/11/2022,BA,1194,3409,17817,4767080,0.587016667
8/11/2022,BIIB,80,226,1326,589032,0.53362381
8/11/2022,BKR,33,24,83,209812,0.6200375
8/11/2022,BMY,92,43,244,428008,0.562591304
8/11/2022,C,337,245,1230,1763426,0.551008333
8/11/2022,CCL,624,43,254,1431581,0.6252875
8/11/2022,CMG,167,3289,21658,1237896,0.580213636
8/11/2022,CRM,432,515,2419,1891449,0.544525
8/11/2022,CVX,578,9115,71217,10161003,0.558620833
8/11/2022,D,265,11713,46161,1391047,0.571729167
8/11/2022,DAL,472,8,128,383786,0.627221739
8/11/2022,DD,411,662,2053,7443060,0.546783333
8/11/2022,DG,79,1632,7335,222291,0.63902381
8/11/2022,DIS,3314,14941,56410,74148878,0.566083333
8/11/2022,DLTR,82,7,65,478475,0.581081818
8/11/2022,DVN,166,5,79,210373,0.603047619
8/11/2022,EA,125,900,16749,421023,0.4862875
8/11/2022,EBAY,217,138,140,237063,0.5509125
8/11/2022,EL,54,250,648,816595,0.540488235
8/11/2022,ENPH,227,325,2992,1734361,0.5558
8/11/2022,ES,1380,1262,11517,5311662,0.560433333
8/11/2022,F,624,4676,23332,2681559,0.57385
8/11/2022,FCX,154,262,1828,678374,0.623456522
8/11/2022,GILD,205,245,1326,1955765,0.593713043
8/11/2022,GOOG,1129,82997,425271,3956606,0.562791667
8/11/2022,GOOGL,1757,6862,45528,10720451,0.563016667
8/11/2022,GS,535,3004,21329,5092461,0.543870833
8/11/2022,HON,63,11,49,243992,0.473066667
8/11/2022,ILMN,56,22,74,149555,0.63302
8/11/2022,INTC,643,935,4370,1512375,0.565879167
8/11/2022,J,23,0,15,90463,0.632858333
8/11/2022,JNJ,327,8821,59179,1979510,0.5634
8/11/2022,JPM,524,1574,7116,6733940,0.5733625
8/11/2022,K,73,6,23,354110,0.543733333
8/11/2022,KEY,89,3,78,280299,0.692247826
8/11/2022,KO,398,5731,28953,2632253,0.602175
8/11/2022,L,447,162,349,458647,0.65283913
8/11/2022,LMT,210,11051,67394,740883,0.5399
8/11/2022,MA,154,3401,18926,575477,0.5765875
8/11/2022,MDT,213,118,423,1401561,0.575125
8/11/2022,META,5100,1823126,9332291,38934641,0.559145833
8/11/2022,MNST,38,24,48,33853,0.552934783
8/11/2022,MO,254,7484,51314,1761495,0.583579167
8/11/2022,MPC,74,0,5,99890,0.614538889
8/11/2022,MRNA,403,211,676,989084,0.604013043
8/11/2022,MRO,150,22,96,267097,0.644495833
8/11/2022,MSFT,2443,96373,496203,26714206,0.565020833
8/11/2022,MU,361,162,1559,1619362,0.573291667
8/11/2022,NCLH,429,2487,6325,3365850,0.572191667
8/11/2022,NFLX,2695,5816,27760,15264937,0.5712375
8/11/2022,NKE,185,1489,6524,513834,0.579669565
8/11/2022,NUE,40,12,51,248271,0.517925
8/11/2022,NVDA,2818,58311,335879,15833351,0.574808333
8/11/2022,OXY,1026,5753,18444,8064185,0.5806625
8/11/2022,PEP,259,3367,18409,1730606,0.61135
8/11/2022,PFE,235,4871,20291,1115399,0.565404167
8/11/2022,PG,243,11667,40182,2179078,0.537117391
8/11/2022,PM,62,31,252,327927,0.46633913
8/11/2022,PYPL,1124,3177,16563,3628862,0.5637375
8/11/2022,RCL,300,9,94,505358,0.577563636
8/11/2022,REGN,70,100,123,682757,0.576673684
8/11/2022,SLB,109,121,1137,1582231,0.616073913
8/11/2022,STZ,205,67826,66859,247016,0.593205556
8/11/2022,T,407,759,4117,1097841,0.592833333
8/11/2022,TMO,58,139,734,71203,0.553511765
8/11/2022,TSLA,19679,1644828,7052748,114857960,0.542979167
8/11/2022,TSN,320,127726,1035441,4398165,0.3791
8/11/2022,V,307,740,6262,975132,0.548429167
8/11/2022,XOM,893,12470,55270,11092294,0.586654167
9/11/2022,A,85,56,141,987087,0.496573913
9/11/2022,AAL,559,87,305,837829,0.624259091
9/11/2022,AAPL,6200,196245,860316,25563338,0.55545
9/11/2022,ABBV,184,5223,25130,481854,0.5978125
9/11/2022,ABT,209,22276,220204,226522,0.57449
9/11/2022,AEP,31,0,2,122839,0.518705
9/11/2022,AES,216,147043,163688,292614,0.577809524
9/11/2022,ALB,97,669,3283,479204,0.518140909
9/11/2022,AMD,1889,40422,140613,6177653,0.589391667
9/11/2022,AMZN,4271,170153,739180,21999315,0.562383333
9/11/2022,ATVI,193,1313,3199,372495,0.594595833
9/11/2022,AVGO,260,12460,47453,1118882,0.592354167
9/11/2022,BA,1021,1291,4440,2092469,0.600383333
9/11/2022,BIIB,43,822,2077,192195,0.53953125
9/11/2022,BKR,27,36,148,80657,0.53215
9/11/2022,BMY,117,785,1970,792085,0.553868182
9/11/2022,C,371,5093,14827,2133937,0.556379167
9/11/2022,CCL,573,42,236,670461,0.617595833
9/11/2022,CMG,111,1104,3777,148809,0.631695
9/11/2022,CRM,405,559,3032,6097825,0.544375
9/11/2022,CVX,958,157632,930804,4255114,0.54375
9/11/2022,D,136,408,1589,667073,0.610220833
9/11/2022,DAL,440,29,126,627046,0.636966667
9/11/2022,DD,128,88,223,879009,0.556895652
9/11/2022,DG,108,4351,20679,122960,0.659891304
9/11/2022,DIS,3675,27108,147678,76123448,0.514929167
9/11/2022,DLTR,59,20,101,1430851,0.615733333
9/11/2022,DVN,86,498,1414,399895,0.582104545
9/11/2022,EA,96,366,3947,299795,0.519166667
9/11/2022,EBAY,169,55,146,182233,0.562566667
9/11/2022,EL,31,47,187,213381,0.662105263
9/11/2022,ENPH,251,1126,3900,1269946,0.5372125
9/11/2022,ES,1098,683,6953,4158642,0.549004167
9/11/2022,F,602,7882,38066,1573069,0.581779167
9/11/2022,FCX,98,115,417,611786,0.604091304
9/11/2022,GILD,517,47919,319866,3272588,0.576991667
9/11/2022,GOOG,1018,49772,255343,4423789,0.574483333
9/11/2022,GOOGL,1766,118435,505936,9355434,0.565758333
9/11/2022,GS,515,4009,12959,7260178,0.557675
9/11/2022,HON,73,8,46,240971,0.526986364
9/11/2022,ILMN,49,56,133,78808,0.637929412
9/11/2022,INTC,871,44986,152904,2951038,0.596291667
9/11/2022,JNJ,349,15043,88087,877719,0.581825
9/11/2022,JPM,674,13729,71858,1867107,0.547766667
9/11/2022,K,63,39,109,1347550,0.514294444
9/11/2022,KEY,86,65,328,368241,0.677431818
9/11/2022,KO,400,12908,62169,1465784,0.607816667
9/11/2022,L,342,62,1802,300627,0.643536364
9/11/2022,LMT,691,165162,990006,2857860,0.535670833
9/11/2022,MA,204,6079,27311,526459,0.6021125
9/11/2022,MDT,115,507,2158,438860,0.605208696
9/11/2022,META,17295,26751229,135143709,131969358,0.514620833
9/11/2022,MNST,58,133,637,817856,0.493165217
9/11/2022,MO,265,12855,75074,413993,0.6265
9/11/2022,MPC,83,548,1514,294692,0.582847826
9/11/2022,MRNA,406,782,2329,1424168,0.577065217
9/11/2022,MRO,139,541,1299,794117,0.600178261
9/11/2022,MSFT,2834,158172,701224,11627813,0.561054167
9/11/2022,MU,309,311,1903,596640,0.600529167
9/11/2022,NCLH,215,1108,2873,460706,0.5584625
9/11/2022,NFLX,2023,44269,152896,9014291,0.5587625
9/11/2022,NKE,273,8119,40460,796235,0.5420375
9/11/2022,NUE,33,59,232,156739,0.505688889
9/11/2022,NVDA,2288,44617,151061,9176452,0.562820833
9/11/2022,OXY,732,3032,8884,8135658,0.562441667
9/11/2022,PEP,164,1920,10133,1915095,0.6060125
9/11/2022,PFE,276,2150,10152,2653244,0.556173913
9/11/2022,PG,242,7752,37216,339158,0.584216667
9/11/2022,PM,54,62,168,296685,0.556557143
9/11/2022,PYPL,694,44156,142235,4410155,0.548145833
9/11/2022,RCL,226,482,1135,233715,0.566208696
9/11/2022,REGN,90,41,236,483733,0.57169
9/11/2022,SLB,73,57,302,1283193,0.639395652
9/11/2022,STZ,22,6,3,76331,0.530592857
9/11/2022,T,388,3912,17668,850450,0.606833333
9/11/2022,TMO,47,677,3302,126971,0.509531579
9/11/2022,TSLA,23907,1285106,8994803,155874943,0.564033333
9/11/2022,TSN,114,1624,12977,1065955,0.4866
9/11/2022,V,280,1375,4635,661148,0.573183333
9/11/2022,XOM,772,7539,34780,4946250,0.582316667
10/11/2022,A,89,22,53,613497,0.525
10/11/2022,AAL,529,9912,14494,657150,0.618425
10/11/2022,AAPL,5916,368736,1538488,33254834,0.547029167
10/11/2022,ABBV,165,2596,16926,1216213,0.5495
10/11/2022,ABT,102,642,1750,250711,0.568566667
10/11/2022,AES,178,137738,150889,306199,0.576545833
10/11/2022,ALB,123,178,1294,591349,0.543633333
10/11/2022,AMD,2185,144241,498218,9886159,0.565566667
10/11/2022,AMZN,5076,390185,1624434,47676219,0.542908333
10/11/2022,ATVI,155,151,647,994135,0.576817391
10/11/2022,AVGO,149,1877,7788,312767,0.524517391
10/11/2022,BA,824,201,1255,2589508,0.59485
10/11/2022,BIIB,155,181,732,3160176,0.553733333
10/11/2022,BMY,94,31,228,452917,0.571990909
10/11/2022,C,264,380,1722,669203,0.564429167
10/11/2022,CCL,604,9797,14426,1182855,0.6055875
10/11/2022,CMG,110,170,2296,777176,0.574635
10/11/2022,CRM,368,387,4436,3510924,0.532116667
10/11/2022,CVX,312,2973,17882,1971839,0.5521875
10/11/2022,D,120,15,54,686155,0.593333333
10/11/2022,DAL,444,10149,14621,589565,0.589391667
10/11/2022,DD,107,48,168,762853,0.48716087
10/11/2022,DG,75,12,19,193029,0.581209524
10/11/2022,DIS,1253,7540,49033,12111635,0.5386
10/11/2022,DLTR,68,11,51,169149,0.612109524
10/11/2022,DVN,63,13,170,191617,0.585783333
10/11/2022,EA,72,24,137,84771,0.5296
10/11/2022,EBAY,176,65,829,446934,0.571466667
10/11/2022,EL,27,1,10,151235,0.5607125
10/11/2022,ENPH,257,198,1874,1221652,0.534382609
10/11/2022,ES,1394,2743,25857,6317148,0.5374
10/11/2022,F,642,23394,81720,1751122,0.620595833
10/11/2022,FCX,103,131,576,359398,0.577090909
10/11/2022,GILD,158,868,5589,489469,0.601056522
10/11/2022,GOOG,997,54391,285222,4023063,0.5858875
10/11/2022,GOOGL,1618,284646,1104672,6011260,0.529833333
10/11/2022,GS,445,956,3844,1482067,0.554245833
10/11/2022,HON,51,8,18,195729,0.521195455
10/11/2022,ILMN,45,13,40,111886,0.529566667
10/11/2022,INTC,958,144256,494763,2870968,0.5624875
10/11/2022,J,26,0,0,87217,0.605358333
10/11/2022,JNJ,226,1831,10345,1243918,0.559745833
10/11/2022,JPM,591,8982,52568,1580160,0.524295833
10/11/2022,K,92,63,92,1213596,0.602322727
10/11/2022,KEY,68,3,32,512597,0.65522381
10/11/2022,KO,297,13898,71276,591882,0.605879167
10/11/2022,L,329,122,971,291262,0.6615
10/11/2022,LMT,85,2377,14709,475953,0.511233333
10/11/2022,MA,155,63,502,1375753,0.552440909
10/11/2022,MDT,119,172,509,1399338,0.580008696
10/11/2022,META,5997,5447382,25805832,46565230,0.529225
10/11/2022,MNST,37,30,213,84445,0.5585
10/11/2022,MO,249,2126,9938,1484886,0.591708696
10/11/2022,MPC,66,8,53,242344,0.601317391
10/11/2022,MRNA,293,169,658,672623,0.6011875
10/11/2022,MRO,92,4,36,247771,0.640680952
10/11/2022,MSFT,2759,330451,1344683,12543765,0.552008333
10/11/2022,MU,318,4198,23565,622699,0.5289625
10/11/2022,NCLH,241,11380,14929,420463,0.6278
10/11/2022,NFLX,2423,141529,545075,9118330,0.541929167
10/11/2022,NKE,284,14666,74704,1084781,0.586045833
10/11/2022,NUE,27,50,334,279765,0.528635294
10/11/2022,NVDA,2629,140434,497922,15017788,0.553629167
10/11/2022,OXY,451,284,1537,1019367,0.5700375
10/11/2022,PEP,173,424,2429,1933170,0.570465217
10/11/2022,PFE,208,123,518,742601,0.559966667
10/11/2022,PG,178,621,2732,1047719,0.53885
10/11/2022,PM,107,206,1202,418463,0.524395238
10/11/2022,PYPL,800,134044,438686,2783336,0.520008333
10/11/2022,RCL,308,10762,14996,456842,0.589778261
10/11/2022,REGN,52,30,47,168452,0.548164706
10/11/2022,SLB,74,5,74,261814,0.616782609
10/11/2022,STZ,47,2,4,241861,0.505969231
10/11/2022,T,300,206,783,5689010,0.5704125
10/11/2022,TMO,61,5,96,452801,0.581094118
10/11/2022,TSLA,17583,590444,4537723,109881133,0.546333333
10/11/2022,TSN,56,147,358,458795,0.487427273
10/11/2022,V,261,1315,5096,661067,0.567225
10/11/2022,XOM,532,572,3402,6813381,0.577983333
11/11/2022,A,86,31,116,592536,0.543595652
11/11/2022,AAL,674,1759,2316,1242990,0.603966667
11/11/2022,AAPL,5593,43771,225784,28432744,0.568195833
11/11/2022,ABBV,166,1016,6193,878152,0.553054167
11/11/2022,ABT,100,810,2868,396440,0.5882375
11/11/2022,AEP,47,13,4,384155,0.580610526
11/11/2022,AES,193,180542,208298,1804850,0.596657143
11/11/2022,ALB,152,714,7222,807365,0.5262
11/11/2022,AMD,2478,11135,51462,14064695,0.5764
11/11/2022,AMZN,3993,52976,243586,34244159,0.555158333
11/11/2022,ATVI,151,58,276,1037245,0.562152174
11/11/2022,AVGO,143,987,5813,486754,0.561508696
11/11/2022,BA,1063,383,2083,1489564,0.596858333
11/11/2022,BIIB,80,197,657,903872,0.518958824
11/11/2022,BKR,32,3,36,220720,0.539235714
11/11/2022,BMY,142,130,467,640459,0.558840909
11/11/2022,C,370,280,1133,2057717,0.579620833
11/11/2022,CCL,743,1794,2472,1426932,0.616275
11/11/2022,CMG,173,220,3004,552909,0.611230435
11/11/2022,CRM,342,1302,13844,1448673,0.542352174
11/11/2022,CVX,337,1255,7107,2709684,0.556016667
11/11/2022,D,118,19,64,1032760,0.588656522
11/11/2022,DAL,554,1746,2312,768876,0.633273913
11/11/2022,DD,84,34,102,253429,0.549117391
11/11/2022,DG,68,34,185,1063549,0.561338095
11/11/2022,DIS,1460,18384,84965,23547795,0.560458333
11/11/2022,DLTR,77,30,100,282725,0.540252174
11/11/2022,DVN,86,58,532,381988,0.49227619
11/11/2022,EA,115,16,138,279462,0.504847826
11/11/2022,EBAY,168,15,78,134746,0.535634783
11/11/2022,EL,65,42,302,527441,0.632492857
11/11/2022,ENPH,274,682,7043,1408121,0.547370833
11/11/2022,ES,1270,1879,15043,4653414,0.559041667
11/11/2022,F,617,2662,7304,2966386,0.58615
11/11/2022,FCX,211,165,791,1954526,0.518186957
11/11/2022,GILD,169,304,1954,961780,0.599845833
11/11/2022,GOOG,933,10834,56748,3317150,0.561458333
11/11/2022,GOOGL,1045,15630,64105,8346743,0.5407625
11/11/2022,GS,601,544,2604,2144213,0.5476625
11/11/2022,HON,66,75,351,242885,0.464895238
11/11/2022,ILMN,52,9,63,96228,0.616090476
11/11/2022,INTC,901,8840,34919,7726142,0.5617125
11/11/2022,J,25,0,2,32886,0.535807143
11/11/2022,JNJ,306,1796,10613,1691785,0.542254167
11/11/2022,JPM,663,2157,13085,3518986,0.5531375
11/11/2022,K,55,132,864,166120,0.510882353
11/11/2022,KEY,97,35,147,721100,0.682379167
11/11/2022,KO,280,1466,9007,6048609,0.575633333
11/11/2022,L,136,22,46,186384,0.660525
11/11/2022,LMT,447,45503,150980,2629466,0.548890909
11/11/2022,MA,167,957,9790,505041,0.540068182
11/11/2022,MDT,111,136,1135,1537895,0.578027273
11/11/2022,META,2884,423338,1873630,24048896,0.568354167
11/11/2022,MNST,57,28,167,171908,0.511580952
11/11/2022,MO,122,365,2773,779871,0.566943478
11/11/2022,MPC,72,6,28,223754,0.568104348
11/11/2022,MRNA,431,210,1257,1022718,0.5829875
11/11/2022,MRO,109,13,115,559185,0.608313043
11/11/2022,MSFT,2144,24694,112142,8498675,0.551720833
11/11/2022,MU,398,674,4843,859168,0.604995833
11/11/2022,NCLH,152,1711,1952,1038091,0.631365217
11/11/2022,NFLX,2750,25719,117101,13665082,0.5522625
11/11/2022,NKE,411,3327,26746,3317380,0.5488
11/11/2022,NUE,50,137,537,658114,0.531722222
11/11/2022,NVDA,2660,55083,208124,17127492,0.568845833
11/11/2022,OXY,698,3197,14355,2609605,0.5635
11/11/2022,PEP,148,705,4232,895954,0.555075
11/11/2022,PFE,240,252,895,1072323,0.557908696
11/11/2022,PG,162,1316,7423,723533,0.560758333
11/11/2022,PM,78,1833,20873,623571,0.520256522
11/11/2022,PYPL,687,8951,35177,1730218,0.525679167
11/11/2022,RCL,324,1761,2105,379164,0.555456522
11/11/2022,REGN,97,168,1016,621963,0.554064706
11/11/2022,SLB,89,105,315,1333442,0.58532381
11/11/2022,STZ,21,4,12,131440,0.533592857
11/11/2022,T,392,169,941,1651992,0.556191667
11/11/2022,TMO,69,119,1126,131687,0.546980952
11/11/2022,TSLA,12916,207698,1684403,63672165,0.56155
11/11/2022,TSN,68,1103,7380,1039841,0.472388889
11/11/2022,V,338,932,6025,797618,0.5718125
11/11/2022,XOM,728,762,3843,3761923,0.585379167
12/11/2022,A,56,307,793,79521,0.597347826
12/11/2022,AAL,394,6472,10378,410981,0.643066667
12/11/2022,AAPL,2560,46605,233187,5750204,0.5781375
12/11/2022,ABBV,170,5417,34956,433438,0.57145
12/11/2022,ABT,85,1102,2710,471107,0.5922
12/11/2022,ALB,91,883,5443,301998,0.54783913
12/11/2022,AMD,994,5089,22091,2998645,0.598116667
12/11/2022,AMZN,1757,38618,209326,6558239,0.573441667
12/11/2022,ATVI,75,940,2316,657407,0.572473684
12/11/2022,AVGO,60,240,729,263588,0.553438095
12/11/2022,BA,549,1891,5001,1162761,0.597866667
12/11/2022,BIIB,207,28463,30315,223213,0.550571429
12/11/2022,BMY,62,1062,2846,175899,0.58546087
12/11/2022,C,188,970,3127,274207,0.588254167
12/11/2022,CCL,404,397,1306,356980,0.611329167
12/11/2022,CMG,74,1740,4464,256005,0.611009524
12/11/2022,CRM,180,1492,5446,624759,0.540578261
12/11/2022,CVX,264,2638,12562,1563457,0.559170833
12/11/2022,D,99,362,1007,372862,0.661325
12/11/2022,DAL,369,5785,8723,187956,0.663154167
12/11/2022,DD,42,110,351,473543,0.461852632
12/11/2022,DG,35,294,797,187975,0.615938889
12/11/2022,DIS,748,19464,94198,4876890,0.55385
12/11/2022,DLTR,32,292,785,48355,0.5097875
12/11/2022,DVN,49,1341,3275,138844,0.486004348
12/11/2022,EA,47,113,353,60831,0.52616
12/11/2022,EBAY,125,132,373,199331,0.584572727
12/11/2022,EL,36,364,935,189433,0.507725
12/11/2022,ENPH,254,3616,14930,947312,0.559408333
12/11/2022,ES,451,1914,17860,1086298,0.5757625
12/11/2022,F,407,12269,61030,914322,0.594854167
12/11/2022,FCX,94,1606,4797,326922,0.618013043
12/11/2022,GILD,95,191,770,647030,0.594804545
12/11/2022,GOOG,420,28327,143041,2023809,0.5779875
12/11/2022,GOOGL,532,9069,53868,1794149,0.571154167
12/11/2022,GS,211,1891,5357,678299,0.550033333
12/11/2022,HON,44,113,547,416480,0.566241176
12/11/2022,ILMN,31,69,199,7293,0.622911765
12/11/2022,INTC,399,3154,10122,2132282,0.590483333
12/11/2022,JNJ,222,6667,37084,506412,0.532025
12/11/2022,JPM,351,6278,32430,1205587,0.5430125
12/11/2022,K,31,553,1559,59618,0.446233333
12/11/2022,KEY,130,137,514,2263635,0.65903913
12/11/2022,KO,215,2874,9156,711616,0.598095833
12/11/2022,L,229,8,56,167442,0.674286364
12/11/2022,LMT,650,291116,975042,3457690,0.521779167
12/11/2022,MA,77,2118,6726,440782,0.512808696
12/11/2022,MDT,121,376,1685,728979,0.571091304
12/11/2022,META,1680,307671,879040,9558978,0.595058333
12/11/2022,MNST,48,191,922,245033,0.488010526
12/11/2022,MO,119,1458,5071,661524,0.552345833
12/11/2022,MPC,68,1046,2613,48154,0.613985
12/11/2022,MRNA,197,1882,5935,281731,0.594283333
12/11/2022,MRO,75,1021,2487,81766,0.658769565
12/11/2022,MSFT,1125,35739,185635,2953299,0.565275
12/11/2022,MU,175,811,3624,477629,0.587070833
12/11/2022,NCLH,99,746,1965,144258,0.564154167
12/11/2022,NFLX,980,19862,92835,2726325,0.561129167
12/11/2022,NKE,142,899,3913,499352,0.588
12/11/2022,NUE,24,1159,2897,102797,0.460873333
12/11/2022,NVDA,1440,25968,71522,6020382,0.575520833
12/11/2022,OXY,390,4836,18255,741867,0.558204167
12/11/2022,PEP,164,5919,36714,313428,0.526070833
12/11/2022,PFE,155,2893,10407,1039114,0.538258333
12/11/2022,PG,144,6019,34381,277104,0.523575
12/11/2022,PM,35,2006,13073,248049,0.589852632
12/11/2022,PYPL,281,3335,11919,1161260,0.538504167
12/11/2022,RCL,218,5578,8326,200697,0.58875
12/11/2022,REGN,21,68,270,67869,0.461864706
12/11/2022,SLB,59,1142,2808,401042,0.616857143
12/11/2022,T,284,1659,4175,1201902,0.566516667
12/11/2022,TMO,51,188,1211,271874,0.574184211
12/11/2022,TSLA,6161,89322,767900,26119523,0.5656125
12/11/2022,TSN,245,26461,62200,1666054,0.5002
12/11/2022,V,216,6429,37032,555548,0.536891667
12/11/2022,XOM,482,8617,47664,1503624,0.577325
13/11/2022,A,63,255,593,805135,0.596827273
13/11/2022,AAL,280,2929,3783,407364,0.616156522
13/11/2022,AAPL,2501,27592,147232,6891230,0.570008333
13/11/2022,ABBV,217,10752,57940,453472,0.513366667
13/11/2022,ABT,54,8,93,29116,0.593911765
13/11/2022,ALB,118,1035,6858,401760,0.551670833
